dbscan-minpts;dbscan-eps;kmedoids-shareOfClusters;generalOverlap;avgClusterOverlap
3;0,8700000000000001;0,5;0,3283582089552239;0,4547610722610723
3;0,8900000000000001;0,5;0,35074626865671643;0,4718065268065269
3;0,9100000000000001;0,5;0,35074626865671643;0,4718065268065269
3;0,9300000000000002;0,5;0,35074626865671643;0,4718065268065269
3;0,9500000000000002;0,5;0,35074626865671643;0,4718065268065269
3;0,9700000000000002;0,5;0,35074626865671643;0,4718065268065269
3;0,9900000000000002;0,5;0,35074626865671643;0,4718065268065269
4;0,75;0,5;0,16417910447761194;0,22826340326340328
4;0,77;0,5;0,19402985074626866;0,24606643356643354
4;0,79;0,5;0,21641791044776118;0,25991258741258744
4;0,81;0,5;0,22388059701492538;0,26991258741258745
4;0,8300000000000001;0,5;0,26119402985074625;0,2952913752913753
4;0,8500000000000001;0,5;0,2835820895522388;0,3373368298368299
4;0,8700000000000001;0,5;0,3283582089552239;0,4547610722610723
4;0,8900000000000001;0,5;0,35074626865671643;0,4718065268065269
4;0,9100000000000001;0,5;0,35074626865671643;0,4718065268065269
4;0,9300000000000002;0,5;0,35074626865671643;0,4718065268065269
4;0,9500000000000002;0,5;0,35074626865671643;0,4718065268065269
4;0,9700000000000002;0,5;0,35074626865671643;0,4718065268065269
4;0,9900000000000002;0,5;0,35074626865671643;0,4718065268065269
5;0,75;0,5;0,12686567164179105;0,19871794871794873
5;0,77;0,5;0,14925373134328357;0,21159673659673656
5;0,79;0,5;0,17164179104477612;0,22544289044289045
5;0,81;0,5;0,19402985074626866;0,2521095571095572
5;0,8300000000000001;0,5;0,2462686567164179;0,2865792540792541
5;0,8500000000000001;0,5;0,27611940298507465;0,3327913752913753
5;0,8700000000000001;0,5;0,30597014925373134;0,39567016317016324
5;0,8900000000000001;0,5;0,35074626865671643;0,4718065268065269
5;0,9100000000000001;0,5;0,35074626865671643;0,4718065268065269
5;0,9300000000000002;0,5;0,35074626865671643;0,4718065268065269
5;0,9500000000000002;0,5;0,35074626865671643;0,4718065268065269
5;0,9700000000000002;0,5;0,35074626865671643;0,4718065268065269
5;0,9900000000000002;0,5;0,35074626865671643;0,4718065268065269
2;0,75;0,6;0,22388059701492538;0,27349067599067595
2;0,77;0,6;0,23880597014925373;0,2822027972027972
2;0,79;0,6;0,27611940298507465;0,3047610722610723
2;0,81;0,6;0,29850746268656714;0,3630944055944056
2;0,8300000000000001;0,6;0,30597014925373134;0,36726107226107224
2;0,8500000000000001;0,6;0,31343283582089554;0,4005944055944056
2;0,8700000000000001;0,6;0,3283582089552239;0,4547610722610723
2;0,8900000000000001;0,6;0,35074626865671643;0,4718065268065269
2;0,9100000000000001;0,6;0,35074626865671643;0,4718065268065269
2;0,9300000000000002;0,6;0,35074626865671643;0,4718065268065269
2;0,9500000000000002;0,6;0,35074626865671643;0,4718065268065269
2;0,9700000000000002;0,6;0,35074626865671643;0,4718065268065269
2;0,9900000000000002;0,6;0,35074626865671643;0,4718065268065269
3;0,75;0,6;0,19402985074626866;0,24606643356643354
3;0,77;0,6;0,20149253731343283;0,25061188811188806
3;0,79;0,6;0,22388059701492538;0,26445804195804196
3;0,81;0,6;0,26119402985074625;0,34150349650349654
3;0,8300000000000001;0,6;0,27611940298507465;0,34983682983682984
3;0,8500000000000001;0,6;0,29850746268656714;0,39150349650349653
3;0,8700000000000001;0,6;0,3283582089552239;0,4547610722610723
3;0,8900000000000001;0,6;0,35074626865671643;0,4718065268065269
3;0,9100000000000001;0,6;0,35074626865671643;0,4718065268065269
3;0,9300000000000002;0,6;0,35074626865671643;0,4718065268065269
3;0,9500000000000002;0,6;0,35074626865671643;0,4718065268065269
3;0,9700000000000002;0,6;0,35074626865671643;0,4718065268065269
3;0,9900000000000002;0,6;0,35074626865671643;0,4718065268065269
4;0,75;0,6;0,16417910447761194;0,22826340326340328
4;0,77;0,6;0,19402985074626866;0,24606643356643354
4;0,79;0,6;0,21641791044776118;0,25991258741258744
4;0,81;0,6;0,22388059701492538;0,26991258741258745
4;0,8300000000000001;0,6;0,26119402985074625;0,2952913752913753
4;0,8500000000000001;0,6;0,2835820895522388;0,3373368298368299
4;0,8700000000000001;0,6;0,3283582089552239;0,4547610722610723
4;0,8900000000000001;0,6;0,35074626865671643;0,4718065268065269
4;0,9100000000000001;0,6;0,35074626865671643;0,4718065268065269
4;0,9300000000000002;0,6;0,35074626865671643;0,4718065268065269
4;0,9500000000000002;0,6;0,35074626865671643;0,4718065268065269
4;0,9700000000000002;0,6;0,35074626865671643;0,4718065268065269
4;0,9900000000000002;0,6;0,35074626865671643;0,4718065268065269
5;0,75;0,6;0,12686567164179105;0,19871794871794873
5;0,77;0,6;0,14925373134328357;0,21159673659673656
5;0,79;0,6;0,17164179104477612;0,22544289044289045
5;0,81;0,6;0,19402985074626866;0,2521095571095572
5;0,8300000000000001;0,6;0,2462686567164179;0,2865792540792541
5;0,8500000000000001;0,6;0,27611940298507465;0,3327913752913753
5;0,8700000000000001;0,6;0,30597014925373134;0,39567016317016324
5;0,8900000000000001;0,6;0,35074626865671643;0,4718065268065269
5;0,9100000000000001;0,6;0,35074626865671643;0,4718065268065269
5;0,9300000000000002;0,6;0,35074626865671643;0,4718065268065269
5;0,9500000000000002;0,6;0,35074626865671643;0,4718065268065269
5;0,9700000000000002;0,6;0,35074626865671643;0,4718065268065269
5;0,9900000000000002;0,6;0,35074626865671643;0,4718065268065269
2;0,75;0,7;0,22388059701492538;0,27349067599067595
2;0,77;0,7;0,23880597014925373;0,2822027972027972
2;0,79;0,7;0,27611940298507465;0,3047610722610723
2;0,81;0,7;0,29850746268656714;0,3630944055944056
2;0,8300000000000001;0,7;0,30597014925373134;0,36726107226107224
2;0,8500000000000001;0,7;0,31343283582089554;0,4005944055944056
2;0,8700000000000001;0,7;0,3283582089552239;0,4547610722610723
2;0,8900000000000001;0,7;0,35074626865671643;0,4718065268065269
2;0,9100000000000001;0,7;0,35074626865671643;0,4718065268065269
2;0,9300000000000002;0,7;0,35074626865671643;0,4718065268065269
2;0,9500000000000002;0,7;0,35074626865671643;0,4718065268065269
2;0,9700000000000002;0,7;0,35074626865671643;0,4718065268065269
2;0,9900000000000002;0,7;0,35074626865671643;0,4718065268065269
3;0,75;0,7;0,19402985074626866;0,24606643356643354
3;0,77;0,7;0,20149253731343283;0,25061188811188806
3;0,79;0,7;0,22388059701492538;0,26445804195804196
3;0,81;0,7;0,26119402985074625;0,34150349650349654
3;0,8300000000000001;0,7;0,27611940298507465;0,34983682983682984
3;0,8500000000000001;0,7;0,29850746268656714;0,39150349650349653
3;0,8700000000000001;0,7;0,3283582089552239;0,4547610722610723
3;0,8900000000000001;0,7;0,35074626865671643;0,4718065268065269
3;0,9100000000000001;0,7;0,35074626865671643;0,4718065268065269
3;0,9300000000000002;0,7;0,35074626865671643;0,4718065268065269
3;0,9500000000000002;0,7;0,35074626865671643;0,4718065268065269
3;0,9700000000000002;0,7;0,35074626865671643;0,4718065268065269
3;0,9900000000000002;0,7;0,35074626865671643;0,4718065268065269
4;0,75;0,7;0,16417910447761194;0,22826340326340328
4;0,77;0,7;0,19402985074626866;0,24606643356643354
4;0,79;0,7;0,21641791044776118;0,25991258741258744
4;0,81;0,7;0,22388059701492538;0,26991258741258745
4;0,8300000000000001;0,7;0,26119402985074625;0,2952913752913753
4;0,8500000000000001;0,7;0,2835820895522388;0,3373368298368299
4;0,8700000000000001;0,7;0,3283582089552239;0,4547610722610723
4;0,8900000000000001;0,7;0,35074626865671643;0,4718065268065269
4;0,9100000000000001;0,7;0,35074626865671643;0,4718065268065269
4;0,9300000000000002;0,7;0,35074626865671643;0,4718065268065269
4;0,9500000000000002;0,7;0,35074626865671643;0,4718065268065269
4;0,9700000000000002;0,7;0,35074626865671643;0,4718065268065269
4;0,9900000000000002;0,7;0,35074626865671643;0,4718065268065269
5;0,75;0,7;0,12686567164179105;0,19871794871794873
5;0,77;0,7;0,14925373134328357;0,21159673659673656
5;0,79;0,7;0,17164179104477612;0,22544289044289045
5;0,81;0,7;0,19402985074626866;0,2521095571095572
5;0,8300000000000001;0,7;0,2462686567164179;0,2865792540792541
5;0,8500000000000001;0,7;0,27611940298507465;0,3327913752913753
5;0,8700000000000001;0,7;0,30597014925373134;0,39567016317016324
5;0,8900000000000001;0,7;0,35074626865671643;0,4718065268065269
5;0,9100000000000001;0,7;0,35074626865671643;0,4718065268065269
5;0,9300000000000002;0,7;0,35074626865671643;0,4718065268065269
5;0,9500000000000002;0,7;0,35074626865671643;0,4718065268065269
5;0,9700000000000002;0,7;0,35074626865671643;0,4718065268065269
5;0,9900000000000002;0,7;0,35074626865671643;0,4718065268065269
2;0,75;0,7999999999999999;0,22388059701492538;0,27349067599067595
2;0,77;0,7999999999999999;0,23880597014925373;0,2822027972027972
2;0,79;0,7999999999999999;0,27611940298507465;0,3047610722610723
2;0,81;0,7999999999999999;0,29850746268656714;0,3630944055944056
2;0,8300000000000001;0,7999999999999999;0,30597014925373134;0,36726107226107224
2;0,8500000000000001;0,7999999999999999;0,31343283582089554;0,4005944055944056
2;0,8700000000000001;0,7999999999999999;0,3283582089552239;0,4547610722610723
2;0,8900000000000001;0,7999999999999999;0,35074626865671643;0,4718065268065269
2;0,9100000000000001;0,7999999999999999;0,35074626865671643;0,4718065268065269
2;0,9300000000000002;0,7999999999999999;0,35074626865671643;0,4718065268065269
2;0,9500000000000002;0,7999999999999999;0,35074626865671643;0,4718065268065269
2;0,9700000000000002;0,7999999999999999;0,35074626865671643;0,4718065268065269
2;0,9900000000000002;0,7999999999999999;0,35074626865671643;0,4718065268065269
3;0,75;0,7999999999999999;0,19402985074626866;0,24606643356643354
3;0,77;0,7999999999999999;0,20149253731343283;0,25061188811188806
3;0,79;0,7999999999999999;0,22388059701492538;0,26445804195804196
3;0,81;0,7999999999999999;0,26119402985074625;0,34150349650349654
3;0,8300000000000001;0,7999999999999999;0,27611940298507465;0,34983682983682984
3;0,8500000000000001;0,7999999999999999;0,29850746268656714;0,39150349650349653
3;0,8700000000000001;0,7999999999999999;0,3283582089552239;0,4547610722610723
3;0,8900000000000001;0,7999999999999999;0,35074626865671643;0,4718065268065269
3;0,9100000000000001;0,7999999999999999;0,35074626865671643;0,4718065268065269
3;0,9300000000000002;0,7999999999999999;0,35074626865671643;0,4718065268065269
3;0,9500000000000002;0,7999999999999999;0,35074626865671643;0,4718065268065269
3;0,9700000000000002;0,7999999999999999;0,35074626865671643;0,4718065268065269
3;0,9900000000000002;0,7999999999999999;0,35074626865671643;0,4718065268065269
4;0,75;0,7999999999999999;0,16417910447761194;0,22826340326340328
4;0,77;0,7999999999999999;0,19402985074626866;0,24606643356643354
4;0,79;0,7999999999999999;0,21641791044776118;0,25991258741258744
4;0,81;0,7999999999999999;0,22388059701492538;0,26991258741258745
4;0,8300000000000001;0,7999999999999999;0,26119402985074625;0,2952913752913753
4;0,8500000000000001;0,7999999999999999;0,2835820895522388;0,3373368298368299
4;0,8700000000000001;0,7999999999999999;0,3283582089552239;0,4547610722610723
4;0,8900000000000001;0,7999999999999999;0,35074626865671643;0,4718065268065269
4;0,9100000000000001;0,7999999999999999;0,35074626865671643;0,4718065268065269
4;0,9300000000000002;0,7999999999999999;0,35074626865671643;0,4718065268065269
4;0,9500000000000002;0,7999999999999999;0,35074626865671643;0,4718065268065269
4;0,9700000000000002;0,7999999999999999;0,35074626865671643;0,4718065268065269
4;0,9900000000000002;0,7999999999999999;0,35074626865671643;0,4718065268065269
5;0,75;0,7999999999999999;0,12686567164179105;0,19871794871794873
5;0,77;0,7999999999999999;0,14925373134328357;0,21159673659673656
5;0,79;0,7999999999999999;0,17164179104477612;0,22544289044289045
5;0,81;0,7999999999999999;0,19402985074626866;0,2521095571095572
5;0,8300000000000001;0,7999999999999999;0,2462686567164179;0,2865792540792541
5;0,8500000000000001;0,7999999999999999;0,27611940298507465;0,3327913752913753
5;0,8700000000000001;0,7999999999999999;0,30597014925373134;0,39567016317016324
5;0,8900000000000001;0,7999999999999999;0,35074626865671643;0,4718065268065269
5;0,9100000000000001;0,7999999999999999;0,35074626865671643;0,4718065268065269
5;0,9300000000000002;0,7999999999999999;0,35074626865671643;0,4718065268065269
5;0,9500000000000002;0,7999999999999999;0,35074626865671643;0,4718065268065269
5;0,9700000000000002;0,7999999999999999;0,35074626865671643;0,4718065268065269
5;0,9900000000000002;0,7999999999999999;0,35074626865671643;0,4718065268065269
2;0,75;0,8999999999999999;0,22388059701492538;0,27349067599067595
2;0,77;0,8999999999999999;0,23880597014925373;0,2822027972027972
2;0,79;0,8999999999999999;0,27611940298507465;0,3047610722610723
2;0,81;0,8999999999999999;0,29850746268656714;0,3630944055944056
2;0,8300000000000001;0,8999999999999999;0,30597014925373134;0,36726107226107224
2;0,8500000000000001;0,8999999999999999;0,31343283582089554;0,4005944055944056
2;0,8700000000000001;0,8999999999999999;0,3283582089552239;0,4547610722610723
2;0,8900000000000001;0,8999999999999999;0,35074626865671643;0,4718065268065269
2;0,9100000000000001;0,8999999999999999;0,35074626865671643;0,4718065268065269
2;0,9300000000000002;0,8999999999999999;0,35074626865671643;0,4718065268065269
2;0,9500000000000002;0,8999999999999999;0,35074626865671643;0,4718065268065269
2;0,9700000000000002;0,8999999999999999;0,35074626865671643;0,4718065268065269
2;0,9900000000000002;0,8999999999999999;0,35074626865671643;0,4718065268065269
3;0,75;0,8999999999999999;0,19402985074626866;0,24606643356643354
3;0,77;0,8999999999999999;0,20149253731343283;0,25061188811188806
3;0,79;0,8999999999999999;0,22388059701492538;0,26445804195804196
3;0,81;0,8999999999999999;0,26119402985074625;0,34150349650349654
3;0,8300000000000001;0,8999999999999999;0,27611940298507465;0,34983682983682984
3;0,8500000000000001;0,8999999999999999;0,29850746268656714;0,39150349650349653
3;0,8700000000000001;0,8999999999999999;0,3283582089552239;0,4547610722610723
3;0,8900000000000001;0,8999999999999999;0,35074626865671643;0,4718065268065269
3;0,9100000000000001;0,8999999999999999;0,35074626865671643;0,4718065268065269
3;0,9300000000000002;0,8999999999999999;0,35074626865671643;0,4718065268065269
3;0,9500000000000002;0,8999999999999999;0,35074626865671643;0,4718065268065269
3;0,9700000000000002;0,8999999999999999;0,35074626865671643;0,4718065268065269
3;0,9900000000000002;0,8999999999999999;0,35074626865671643;0,4718065268065269
4;0,75;0,8999999999999999;0,16417910447761194;0,22826340326340328
4;0,77;0,8999999999999999;0,19402985074626866;0,24606643356643354
4;0,79;0,8999999999999999;0,21641791044776118;0,25991258741258744
4;0,81;0,8999999999999999;0,22388059701492538;0,26991258741258745
4;0,8300000000000001;0,8999999999999999;0,26119402985074625;0,2952913752913753
4;0,8500000000000001;0,8999999999999999;0,2835820895522388;0,3373368298368299
4;0,8700000000000001;0,8999999999999999;0,3283582089552239;0,4547610722610723
4;0,8900000000000001;0,8999999999999999;0,35074626865671643;0,4718065268065269
4;0,9100000000000001;0,8999999999999999;0,35074626865671643;0,4718065268065269
4;0,9300000000000002;0,8999999999999999;0,35074626865671643;0,4718065268065269
4;0,9500000000000002;0,8999999999999999;0,35074626865671643;0,4718065268065269
4;0,9700000000000002;0,8999999999999999;0,35074626865671643;0,4718065268065269
4;0,9900000000000002;0,8999999999999999;0,35074626865671643;0,4718065268065269
5;0,75;0,8999999999999999;0,12686567164179105;0,19871794871794873
5;0,77;0,8999999999999999;0,14925373134328357;0,21159673659673656
5;0,79;0,8999999999999999;0,17164179104477612;0,22544289044289045
5;0,81;0,8999999999999999;0,19402985074626866;0,2521095571095572
5;0,8300000000000001;0,8999999999999999;0,2462686567164179;0,2865792540792541
5;0,8500000000000001;0,8999999999999999;0,27611940298507465;0,3327913752913753
5;0,8700000000000001;0,8999999999999999;0,30597014925373134;0,39567016317016324
5;0,8900000000000001;0,8999999999999999;0,35074626865671643;0,4718065268065269
5;0,9100000000000001;0,8999999999999999;0,35074626865671643;0,4718065268065269
5;0,9300000000000002;0,8999999999999999;0,35074626865671643;0,4718065268065269
5;0,9500000000000002;0,8999999999999999;0,35074626865671643;0,4718065268065269
5;0,9700000000000002;0,8999999999999999;0,35074626865671643;0,4718065268065269
5;0,9900000000000002;0,8999999999999999;0,35074626865671643;0,4718065268065269
